"","block","level","transect","quadrat","taxa","replicate","area.cm","X","unit"
"331","B",2,"D",1,"SOLIDAGO",1,"5.787","","B 2 D 1 SOLIDAGO 1"
"332","B",2,"D",1,"SOLIDAGO",2,"5.577","","B 2 D 1 SOLIDAGO 2"
"333","B",2,"D",1,"SOLIDAGO",3,"4.695","","B 2 D 1 SOLIDAGO 3"
"334","B",2,"D",1,"SOLIDAGO",4,"7.101","","B 2 D 1 SOLIDAGO 4"
"335","B",2,"D",1,"SOLIDAGO",5,"5.03","","B 2 D 1 SOLIDAGO 5"
"336","B",2,"D",2,"ANGE",1,"31.567","","B 2 D 2 ANGE 1"
"337","B",2,"D",2,"ANGE",2,"29.166","","B 2 D 2 ANGE 2"
"338","B",2,"D",2,"ANGE",3,"25.712","","B 2 D 2 ANGE 3"
"339","B",2,"D",2,"ANGE",4,"29.119","","B 2 D 2 ANGE 4"
"340","B",2,"D",2,"ANGE",5,"16.472","","B 2 D 2 ANGE 5"
"341","B",2,"D",2,"SOCA",1,"9.278","","B 2 D 2 SOCA 1"
"342","B",2,"D",2,"SOCA",2,"6.576","","B 2 D 2 SOCA 2"
"343","B",2,"D",2,"SOCA",3,"9.379","","B 2 D 2 SOCA 3"
"344","B",2,"D",2,"SOCA",4,"7.066","","B 2 D 2 SOCA 4"
"345","B",2,"D",2,"SOCA",5,"10.21","","B 2 D 2 SOCA 5"
"346","B",2,"D",2,"SOCA",6,"6.814","","B 2 D 2 SOCA 6"
"347","B",2,"D",3,"ANGE",1,"32.103","","B 2 D 3 ANGE 1"
"348","B",2,"D",3,"ANGE",2,"22.721","","B 2 D 3 ANGE 2"
"349","B",2,"D",3,"ANGE",3,"41.39","","B 2 D 3 ANGE 3"
"350","B",2,"D",3,"ANGE",4,"32.052","","B 2 D 3 ANGE 4"
"351","B",2,"D",3,"ANGE",5,"39.761","","B 2 D 3 ANGE 5"
"352","B",2,"D",3,"Solidago",1,"6.477","","B 2 D 3 Solidago 1"
"353","B",2,"D",3,"Solidago",2,"7.203","","B 2 D 3 Solidago 2"
"354","B",2,"D",3,"Solidago",3,"6.935","","B 2 D 3 Solidago 3"
"355","B",2,"D",3,"Solidago",4,"6.804","","B 2 D 3 Solidago 4"
"356","B",2,"D",3,"Solidago",5,"4.858","","B 2 D 3 Solidago 5"
"357","B",2,"D",4,"ANGE",1,"37.217","","B 2 D 4 ANGE 1"
"358","B",2,"D",4,"ANGE",2,"25.919","","B 2 D 4 ANGE 2"
"359","B",2,"D",4,"ANGE",3,"19.516","","B 2 D 4 ANGE 3"
"360","B",2,"D",4,"ANGE",4,"21.982","","B 2 D 4 ANGE 4"
"361","B",2,"D",4,"ANGE",5,"32.447","","B 2 D 4 ANGE 5"
"362","B",2,"D",4,"ANGE",1,"37.217","","B 2 D 4 ANGE 1"
"363","B",2,"D",4,"ANGE",2,"25.919","","B 2 D 4 ANGE 2"
"364","B",2,"D",4,"ANGE",3,"19.516","","B 2 D 4 ANGE 3"
"365","B",2,"D",4,"ANGE",4,"21.982","","B 2 D 4 ANGE 4"
"366","B",2,"D",4,"ANGE",5,"32.447","","B 2 D 4 ANGE 5"
"367","B",2,"D",4,"Solidago",1,"11.117","","B 2 D 4 Solidago 1"
"368","B",2,"D",4,"Solidago",2,"10.683","","B 2 D 4 Solidago 2"
"369","B",2,"D",4,"Solidago",3,"9.051","","B 2 D 4 Solidago 3"
"370","B",2,"D",4,"Solidago",4,"7.216","","B 2 D 4 Solidago 4"
"371","B",2,"D",4,"Solidago",5,"7.533","","B 2 D 4 Solidago 5"
"372","B",4,"C",1,"ANGE",1,"17.759","","B 4 C 1 ANGE 1"
"373","B",4,"C",1,"ANGE",2,"20.884","","B 4 C 1 ANGE 2"
"374","B",4,"C",1,"ANGE",3,"20.392","","B 4 C 1 ANGE 3"
"375","B",4,"C",1,"ANGE",4,"19.576","","B 4 C 1 ANGE 4"
"376","B",4,"C",1,"ANGE",5,"13.079","","B 4 C 1 ANGE 5"
"377","B",4,"C",1,"MOFI",1,"3.361","","B 4 C 1 MOFI 1"
"378","B",4,"C",1,"MOFI",2,"5.316","","B 4 C 1 MOFI 2"
"379","B",4,"C",1,"MOFI",3,"2.681","","B 4 C 1 MOFI 3"
"380","B",4,"C",1,"MOFI",4,"3.702","","B 4 C 1 MOFI 4"
"381","B",4,"C",1,"MOFI",5,"2.576","","B 4 C 1 MOFI 5"
"382","B",4,"C",1,"SOGI",1,"8.14","","B 4 C 1 SOGI 1"
"383","B",4,"C",1,"SOGI",2,"8.02","","B 4 C 1 SOGI 2"
"384","B",4,"C",1,"SOGI",3,"9.81","","B 4 C 1 SOGI 3"
"385","B",4,"C",1,"SOGI",4,"6.818","","B 4 C 1 SOGI 4"
"386","B",4,"C",1,"SOGI",5,"8.939","","B 4 C 1 SOGI 5"
"387","B",4,"C",1,"SONU",1,"22.631","","B 4 C 1 SONU 1"
"388","B",4,"C",1,"SONU",2,"35.031","","B 4 C 1 SONU 2"
"389","B",4,"C",1,"SONU",3,"40.804","","B 4 C 1 SONU 3"
"390","B",4,"C",1,"SONU",4,"27.759","","B 4 C 1 SONU 4"
"391","B",4,"C",1,"SONU",5,"51.096","","B 4 C 1 SONU 5"
"392","B",4,"C",2,"ANGE",1,"19.819","","B 4 C 2 ANGE 1"
"393","B",4,"C",2,"ANGE",2,"18.491","","B 4 C 2 ANGE 2"
"394","B",4,"C",2,"ANGE",3,"8.79","","B 4 C 2 ANGE 3"
"395","B",4,"C",2,"ANGE",4,"15.975","","B 4 C 2 ANGE 4"
"396","B",4,"C",2,"ANGE",5,"19.363","","B 4 C 2 ANGE 5"
"397","B",4,"C",2,"HEMAX",1,"7.109","","B 4 C 2 HEMAX 1"
"398","B",4,"C",2,"HEMAX",2,"6.993","","B 4 C 2 HEMAX 2"
"399","B",4,"C",2,"HEMAX",3,"10.174","","B 4 C 2 HEMAX 3"
"400","B",4,"C",2,"HEMAX",4,"7.878","","B 4 C 2 HEMAX 4"
"401","B",4,"C",2,"HEMAX",5,"6.752","","B 4 C 2 HEMAX 5"
"402","B",4,"C",2,"MOFI",1,"7.104","","B 4 C 2 MOFI 1"
"403","B",4,"C",2,"MOFI",2,"8.003","","B 4 C 2 MOFI 2"
"404","B",4,"C",2,"MOFI",3,"6.983","","B 4 C 2 MOFI 3"
"405","B",4,"C",2,"MOFI",4,"5.7","","B 4 C 2 MOFI 4"
"406","B",4,"C",2,"MOFI",5,"7.034","","B 4 C 2 MOFI 5"
"407","B",4,"C",2,"SONU",1,"18.565","","B 4 C 2 SONU 1"
"408","B",4,"C",2,"SONU",2,"31.045","","B 4 C 2 SONU 2"
"409","B",4,"C",2,"SONU",3,"45.644","","B 4 C 2 SONU 3"
"410","B",4,"C",2,"SONU",4,"20.396","","B 4 C 2 SONU 4"
"411","B",4,"C",2,"SONU",5,"19.341","","B 4 C 2 SONU 5"
"412","B",4,"D",1,"ANGE",1,"19.819","","B 4 D 1 ANGE 1"
"413","B",4,"D",1,"ANGE",2,"18.491","","B 4 D 1 ANGE 2"
"414","B",4,"D",1,"ANGE",3,"8.79","","B 4 D 1 ANGE 3"
"415","B",4,"D",1,"ANGE",4,"15.975","","B 4 D 1 ANGE 4"
"416","B",4,"D",1,"ANGE",5,"19.363","","B 4 D 1 ANGE 5"
"417","B",4,"D",1,"SOGI",1,"9.111","","B 4 D 1 SOGI 1"
"418","B",4,"D",1,"SOGI",2,"11.216","","B 4 D 1 SOGI 2"
"419","B",4,"D",1,"SOGI",3,"7.493","","B 4 D 1 SOGI 3"
"420","B",4,"D",1,"SOGI",4,"8.655","","B 4 D 1 SOGI 4"
"421","B",4,"D",1,"SOGI",5,"11.038","","B 4 D 1 SOGI 5"
"422","B",4,"D",1,"SOGI",6,"8.325","","B 4 D 1 SOGI 6"
"423","B",4,"D",1,"SONU",1,"28.909","","B 4 D 1 SONU 1"
"424","B",4,"D",1,"SONU",2,"36.202","","B 4 D 1 SONU 2"
"425","B",4,"D",1,"SONU",3,"31.128","","B 4 D 1 SONU 3"
"426","B",4,"D",1,"SONU",4,"37.472","","B 4 D 1 SONU 4"
"427","B",4,"D",1,"SONU",5,"19.397","","B 4 D 1 SONU 5"
"428","B",4,"D",2,"ANGE",1,"18.892","","B 4 D 2 ANGE 1"
"429","B",4,"D",2,"ANGE",2,"14.778","","B 4 D 2 ANGE 2"
"430","B",4,"D",2,"ANGE",3,"17.613","","B 4 D 2 ANGE 3"
"431","B",4,"D",2,"ANGE",4,"15.048","","B 4 D 2 ANGE 4"
"432","B",4,"D",2,"ANGE",5,"20.153","","B 4 D 2 ANGE 5"
"433","B",4,"D",2,"Licorice",1,"26.139","","B 4 D 2 Licorice 1"
"434","B",4,"D",2,"Licorice",2,"20.086","","B 4 D 2 Licorice 2"
"435","B",4,"D",2,"Licorice",3,"28.056","","B 4 D 2 Licorice 3"
"436","B",4,"D",2,"Licorice",4,"27.861","","B 4 D 2 Licorice 4"
"437","B",4,"D",2,"Licorice",5,"48.028","","B 4 D 2 Licorice 5"
"438","B",4,"D",2,"SOGI",1,"7.545","","B 4 D 2 SOGI 1"
"439","B",4,"D",2,"SOGI",2,"7.546","","B 4 D 2 SOGI 2"
"440","B",4,"D",2,"SOGI",3,"9.644","","B 4 D 2 SOGI 3"
"441","B",4,"D",2,"SOGI",4,"5.024","","B 4 D 2 SOGI 4"
"442","B",4,"D",2,"SOGI",5,"10.074","","B 4 D 2 SOGI 5"
"443","B",4,"D",2,"SONU",1,"23.72","","B 4 D 2 SONU 1"
"444","B",4,"D",2,"SONU",2,"28.592","","B 4 D 2 SONU 2"
"445","B",4,"D",2,"SONU",3,"28.683","","B 4 D 2 SONU 3"
"446","B",4,"D",2,"SONU",4,"47.365","","B 4 D 2 SONU 4"
"447","B",4,"D",2,"SONU",5,"28.241","","B 4 D 2 SONU 5"
"448","B",4,"D",3,"ANGE",1,"17.908","","B 4 D 3 ANGE 1"
"449","B",4,"D",3,"ANGE",2,"20.429","","B 4 D 3 ANGE 2"
"450","B",4,"D",3,"ANGE",3,"22.106","","B 4 D 3 ANGE 3"
"451","B",4,"D",3,"ANGE",4,"13.583","","B 4 D 3 ANGE 4"
"452","B",4,"D",3,"ANGE",5,"11.481","","B 4 D 3 ANGE 5"
"453","B",4,"D",3,"MOFI",1,"8.042","","B 4 D 3 MOFI 1"
"454","B",4,"D",3,"MOFI",2,"7.762","","B 4 D 3 MOFI 2"
"455","B",4,"D",3,"MOFI",3,"8.475","","B 4 D 3 MOFI 3"
"456","B",4,"D",3,"MOFI",4,"8.147","","B 4 D 3 MOFI 4"
"457","B",4,"D",3,"MOFI",5,"7.8","","B 4 D 3 MOFI 5"
"458","B",4,"D",3,"MOFI",6,"7.963","","B 4 D 3 MOFI 6"
"459","B",4,"D",4,"ANGE",1,"20.333","","B 4 D 4 ANGE 1"
"460","B",4,"D",4,"ANGE",2,"23.997","","B 4 D 4 ANGE 2"
"461","B",4,"D",4,"ANGE",3,"22.957","","B 4 D 4 ANGE 3"
"462","B",4,"D",4,"ANGE",4,"19.435","","B 4 D 4 ANGE 4"
"463","B",4,"D",4,"ANGE",5,"12.895","","B 4 D 4 ANGE 5"
"464","B",4,"D",4,"HEMAX",1,"7.095","","B 4 D 4 HEMAX 1"
"465","B",4,"D",4,"HEMAX",2,"5.817","","B 4 D 4 HEMAX 2"
"466","B",4,"D",4,"HEMAX",3,"6.691","","B 4 D 4 HEMAX 3"
"467","B",4,"D",4,"HEMAX",4,"6.256","","B 4 D 4 HEMAX 4"
"468","B",4,"D",4,"HEMAX",5,"8.621","","B 4 D 4 HEMAX 5"
"469","B",4,"D",4,"Licorice",1,"20.24","","B 4 D 4 Licorice 1"
"470","B",4,"D",4,"Licorice",2,"24.522","","B 4 D 4 Licorice 2"
"471","B",4,"D",4,"Licorice",3,"21.69","","B 4 D 4 Licorice 3"
"472","B",4,"D",4,"Licorice",4,"22.852","","B 4 D 4 Licorice 4"
"473","B",4,"D",4,"Licorice",5,"24.668","","B 4 D 4 Licorice 5"
"474","B",4,"D",4,"MOFI",1,"10.23","","B 4 D 4 MOFI 1"
"475","B",4,"D",4,"MOFI",2,"7.277","","B 4 D 4 MOFI 2"
"476","B",4,"D",4,"MOFI",3,"8.442","","B 4 D 4 MOFI 3"
"477","B",4,"D",4,"MOFI",4,"8.708","","B 4 D 4 MOFI 4"
"478","B",4,"D",4,"MOFI",5,"7.634","","B 4 D 4 MOFI 5"
"479","B",4,"D",4,"SOCA",1,"2.789","","B 4 D 4 SOCA 1"
"480","B",4,"D",4,"SOCA",2,"5.771","","B 4 D 4 SOCA 2"
"481","B",4,"D",4,"SOCA",3,"3.544","","B 4 D 4 SOCA 3"
"482","B",4,"D",4,"SOCA",4,"3.38","","B 4 D 4 SOCA 4"
"483","B",4,"D",4,"SOCA",5,"3.248","","B 4 D 4 SOCA 5"
"484","B",4,"D",4,"SONU",1,"29.574","","B 4 D 4 SONU 1"
"485","B",4,"D",4,"SONU",2,"22.932","","B 4 D 4 SONU 2"
"486","B",4,"D",4,"SONU",3,"15.04","","B 4 D 4 SONU 3"
"487","B",4,"D",4,"SONU",4,"22.831","","B 4 D 4 SONU 4"
"488","B",4,"D",4,"SONU",5,"18.864","","B 4 D 4 SONU 5"
"489","C",1,"C",1,"ANGE",1,"26.221","","C 1 C 1 ANGE 1"
"490","C",1,"C",1,"ANGE",2,"19.396","","C 1 C 1 ANGE 2"
"491","C",1,"C",1,"ANGE",3,"21.116","","C 1 C 1 ANGE 3"
"492","C",1,"C",1,"ANGE",4,"30.794","","C 1 C 1 ANGE 4"
"493","C",1,"C",1,"ANGE",5,"28.777","","C 1 C 1 ANGE 5"
"494","C",1,"C",1,"Solidago",1,"9.246","","C 1 C 1 Solidago 1"
"495","C",1,"C",1,"Solidago",2,"8.367","","C 1 C 1 Solidago 2"
"496","C",1,"C",1,"Solidago",3,"6.645","","C 1 C 1 Solidago 3"
"497","C",1,"C",1,"Solidago",4,"10.207","","C 1 C 1 Solidago 4"
"498","C",1,"C",1,"Solidago",5,"7.689","","C 1 C 1 Solidago 5"
"499","C",1,"C",2,"ANGE",1,"22.474","","C 1 C 2 ANGE 1"
"500","C",1,"C",2,"ANGE",2,"35.703","","C 1 C 2 ANGE 2"
"501","C",1,"C",2,"ANGE",3,"16.824","","C 1 C 2 ANGE 3"
"502","C",1,"C",2,"ANGE",4,"22.145","","C 1 C 2 ANGE 4"
"503","C",1,"C",2,"ANGE",5,"18.886","","C 1 C 2 ANGE 5"
"504","C",1,"C",2,"Solidago",1,"10.973","","C 1 C 2 Solidago 1"
"505","C",1,"C",2,"Solidago",2,"7.384","","C 1 C 2 Solidago 2"
"506","C",1,"C",2,"Solidago",3,"8.094","","C 1 C 2 Solidago 3"
"507","C",1,"C",2,"Solidago",4,"9.308","","C 1 C 2 Solidago 4"
"508","C",1,"C",2,"Solidago",5,"8.359","","C 1 C 2 Solidago 5"
"509","C",1,"D",1,"ANGE",1,"22.527","","C 1 D 1 ANGE 1"
"510","C",1,"D",1,"ANGE",2,"23.942","","C 1 D 1 ANGE 2"
"511","C",1,"D",1,"ANGE",3,"18.133","","C 1 D 1 ANGE 3"
"512","C",1,"D",1,"ANGE",4,"11.909","","C 1 D 1 ANGE 4"
"513","C",1,"D",1,"ANGE",5,"26.43","","C 1 D 1 ANGE 5"
"514","C",1,"D",1,"Solidago",1,"8.573","","C 1 D 1 Solidago 1"
"515","C",1,"D",1,"Solidago",2,"4.833","","C 1 D 1 Solidago 2"
"516","C",1,"D",1,"Solidago",3,"4.034","","C 1 D 1 Solidago 3"
"517","C",1,"D",1,"Solidago",4,"4.307","","C 1 D 1 Solidago 4"
"518","C",1,"D",1,"Solidago",5,"4.836","","C 1 D 1 Solidago 5"
"519","C",1,"D",1,"Solidago",6,"2.808","","C 1 D 1 Solidago 6"
"520","C",1,"D",2,"ANGE",1,"38.009","","C 1 D 2 ANGE 1"
"521","C",1,"D",2,"ANGE",2,"29.522","","C 1 D 2 ANGE 2"
"522","C",1,"D",2,"ANGE",3,"31.779","","C 1 D 2 ANGE 3"
"523","C",1,"D",2,"ANGE",4,"38.643","","C 1 D 2 ANGE 4"
"524","C",1,"D",2,"ANGE",5,"17.507","","C 1 D 2 ANGE 5"
"525","C",1,"D",2,"Solidago",1,"7.236","","C 1 D 2 Solidago 1"
"526","C",1,"D",2,"Solidago",2,"6.702","","C 1 D 2 Solidago 2"
"527","C",1,"D",2,"Solidago",3,"4.574","","C 1 D 2 Solidago 3"
"528","C",1,"D",2,"Solidago",4,"5.122","","C 1 D 2 Solidago 4"
"529","C",1,"D",2,"Solidago",5,"7.684","","C 1 D 2 Solidago 5"
"530","C",1,"D",3,"ANGE",1,"29.876","","C 1 D 3 ANGE 1"
"531","C",1,"D",3,"ANGE",2,"29.133","","C 1 D 3 ANGE 2"
"532","C",1,"D",3,"ANGE",3,"16.793","","C 1 D 3 ANGE 3"
"533","C",1,"D",3,"ANGE",4,"16.756","","C 1 D 3 ANGE 4"
"534","C",1,"D",3,"ANGE",5,"32.38","","C 1 D 3 ANGE 5"
"535","C",1,"D",3,"SOLIDAGO",1,"7.087","","C 1 D 3 SOLIDAGO 1"
"536","C",1,"D",3,"SOLIDAGO",2,"5.87","","C 1 D 3 SOLIDAGO 2"
"537","C",1,"D",3,"SOLIDAGO",3,"6.692","","C 1 D 3 SOLIDAGO 3"
"538","C",1,"D",3,"SOLIDAGO",4,"5.335","","C 1 D 3 SOLIDAGO 4"
"539","C",1,"D",3,"SOLIDAGO",5,"6.11","","C 1 D 3 SOLIDAGO 5"
"540","C",1,"D",4,"ANGE",1,"23.181","","C 1 D 4 ANGE 1"
"541","C",1,"D",4,"ANGE",2,"26.28","","C 1 D 4 ANGE 2"
"542","C",1,"D",4,"ANGE",3,"22.479","","C 1 D 4 ANGE 3"
"543","C",1,"D",4,"ANGE",4,"27.837","","C 1 D 4 ANGE 4"
"544","C",1,"D",4,"ANGE",5,"13.541","","C 1 D 4 ANGE 5"
"545","C",1,"D",4,"Solidago",1,"5.244","","C 1 D 4 Solidago 1"
"546","C",1,"D",4,"Solidago",2,"4.451","","C 1 D 4 Solidago 2"
"547","C",1,"D",4,"Solidago",3,"4.588","","C 1 D 4 Solidago 3"
"548","C",1,"D",4,"Solidago",4,"6.053","","C 1 D 4 Solidago 4"
"549","C",1,"D",4,"Solidago",5,"7.587","","C 1 D 4 Solidago 5"
"550","C",2,"C",1,"ANGE",1,"22.641","","C 2 C 1 ANGE 1"
"551","C",2,"C",1,"ANGE",2,"21.943","","C 2 C 1 ANGE 2"
"552","C",2,"C",1,"ANGE",3,"17.812","","C 2 C 1 ANGE 3"
"553","C",2,"C",1,"ANGE",4,"13.89","","C 2 C 1 ANGE 4"
"554","C",2,"C",1,"ANGE",5,"12.136","","C 2 C 1 ANGE 5"
"555","C",2,"C",1,"HEPA",1,"10","","C 2 C 1 HEPA 1"
"556","C",2,"C",1,"HEPA",2,"6.072","","C 2 C 1 HEPA 2"
"557","C",2,"C",1,"HEPA",3,"13.125","","C 2 C 1 HEPA 3"
"558","C",2,"C",1,"HEPA",4,"14.899","","C 2 C 1 HEPA 4"
"559","C",2,"C",1,"HEPA",5,"6.803","","C 2 C 1 HEPA 5"
"560","C",2,"C",1,"MOFI",1,"7.327","","C 2 C 1 MOFI 1"
"561","C",2,"C",1,"MOFI",2,"9.543","","C 2 C 1 MOFI 2"
"562","C",2,"C",1,"MOFI",3,"9.174","","C 2 C 1 MOFI 3"
"563","C",2,"C",1,"MOFI",4,"7.84","","C 2 C 1 MOFI 4"
"564","C",2,"C",1,"MOFI",5,"5.063","","C 2 C 1 MOFI 5"
"565","C",2,"C",1,"SOGI",1,"9.411","","C 2 C 1 SOGI 1"
"566","C",2,"C",1,"SOGI",2,"13.598","","C 2 C 1 SOGI 2"
"567","C",2,"C",1,"SOGI",3,"11.9","","C 2 C 1 SOGI 3"
"568","C",2,"C",1,"SOGI",4,"15.681","","C 2 C 1 SOGI 4"
"569","C",2,"C",1,"SOGI",5,"12.487","","C 2 C 1 SOGI 5"
"570","C",2,"C",1,"SONU",1,"13.923","","C 2 C 1 SONU 1"
"571","C",2,"C",1,"SONU",2,"23.216","","C 2 C 1 SONU 2"
"572","C",2,"C",1,"SONU",3,"21.935","","C 2 C 1 SONU 3"
"573","C",2,"C",1,"SONU",4,"26.376","","C 2 C 1 SONU 4"
"574","C",2,"C",1,"SONU",5,"26.744","","C 2 C 1 SONU 5"
"575","C",2,"C",2,"ANGE",1,"30.817","","C 2 C 2 ANGE 1"
"576","C",2,"C",2,"ANGE",2,"17.162","","C 2 C 2 ANGE 2"
"577","C",2,"C",2,"ANGE",3,"38.068","","C 2 C 2 ANGE 3"
"578","C",2,"C",2,"ANGE",4,"28.634","","C 2 C 2 ANGE 4"
"579","C",2,"C",2,"ANGE",5,"14.516","","C 2 C 2 ANGE 5"
"580","C",2,"C",2,"HEPA",1,"8.897","","C 2 C 2 HEPA 1"
"581","C",2,"C",2,"HEPA",2,"12.531","","C 2 C 2 HEPA 2"
"582","C",2,"C",2,"HEPA",3,"5.776","","C 2 C 2 HEPA 3"
"583","C",2,"C",2,"HEPA",4,"7.909","","C 2 C 2 HEPA 4"
"584","C",2,"C",2,"HEPA",5,"8.799","","C 2 C 2 HEPA 5"
"585","C",2,"C",2,"HEPA",1,"15.021","","C 2 C 2 HEPA 1"
"586","C",2,"C",2,"HEPA",2,"8.479","","C 2 C 2 HEPA 2"
"587","C",2,"C",2,"HEPA",3,"9.554","","C 2 C 2 HEPA 3"
"588","C",2,"C",2,"MOFI",1,"6.368","","C 2 C 2 MOFI 1"
"589","C",2,"C",2,"MOFI",2,"11.996","","C 2 C 2 MOFI 2"
"590","C",2,"C",2,"MOFI",3,"7.233","","C 2 C 2 MOFI 3"
"591","C",2,"C",2,"MOFI",4,"8.195","","C 2 C 2 MOFI 4"
"592","C",2,"C",2,"MOFI",5,"5.882","","C 2 C 2 MOFI 5"
"593","C",2,"C",2,"SONU",1,"9.903","","C 2 C 2 SONU 1"
"594","C",2,"C",2,"SONU",2,"11.07","","C 2 C 2 SONU 2"
"595","C",2,"C",2,"SONU",3,"12.111","","C 2 C 2 SONU 3"
"596","C",2,"C",2,"SONU",4,"14.126","","C 2 C 2 SONU 4"
"597","C",2,"C",2,"SONU",5,"16.092","","C 2 C 2 SONU 5"
"598","C",2,"D",1,"ANGE",1,"13.534","","C 2 D 1 ANGE 1"
"599","C",2,"D",1,"ANGE",2,"19.614","","C 2 D 1 ANGE 2"
"600","C",2,"D",1,"ANGE",3,"16.578","","C 2 D 1 ANGE 3"
"601","C",2,"D",1,"ANGE",4,"11.59","","C 2 D 1 ANGE 4"
"602","C",2,"D",1,"ANGE",5,"10.629","","C 2 D 1 ANGE 5"
"603","C",2,"D",1,"ANGE",6,"17.536","","C 2 D 1 ANGE 6"
"604","C",2,"D",1,"MOFI",1,"12.649","","C 2 D 1 MOFI 1"
"605","C",2,"D",1,"MOFI",2,"12.036","","C 2 D 1 MOFI 2"
"606","C",2,"D",1,"MOFI",3,"8.824","","C 2 D 1 MOFI 3"
"607","C",2,"D",1,"MOFI",4,"9.304","","C 2 D 1 MOFI 4"
"608","C",2,"D",1,"MOFI",5,"5.353","","C 2 D 1 MOFI 5"
"609","C",2,"D",1,"SOGI",1,"6.001","","C 2 D 1 SOGI 1"
"610","C",2,"D",1,"SOGI",2,"6.431","","C 2 D 1 SOGI 2"
"611","C",2,"D",1,"SOGI",3,"5.788","","C 2 D 1 SOGI 3"
"612","C",2,"D",1,"SOGI",4,"5.173","","C 2 D 1 SOGI 4"
"613","C",2,"D",1,"SOGI",5,"5.064","","C 2 D 1 SOGI 5"
"614","C",2,"D",1,"SOGI",6,"3.317","","C 2 D 1 SOGI 6"
"615","C",2,"D",2,"ANGE",1,"15.472","","C 2 D 2 ANGE 1"
"616","C",2,"D",2,"ANGE",2,"32.34","","C 2 D 2 ANGE 2"
"617","C",2,"D",2,"ANGE",3,"10.341","","C 2 D 2 ANGE 3"
"618","C",2,"D",2,"ANGE",4,"12.552","","C 2 D 2 ANGE 4"
"619","C",2,"D",2,"ANGE",5,"10.636","","C 2 D 2 ANGE 5"
"620","C",2,"D",2,"MOFI",1,"4.827","","C 2 D 2 MOFI 1"
"621","C",2,"D",2,"MOFI",2,"7.356","","C 2 D 2 MOFI 2"
"622","C",2,"D",2,"MOFI",3,"7.931","","C 2 D 2 MOFI 3"
"623","C",2,"D",2,"MOFI",4,"6.437","","C 2 D 2 MOFI 4"
"624","C",2,"D",2,"MOFI",5,"7.248","","C 2 D 2 MOFI 5"
"625","C",2,"D",2,"SOMI",1,"10.489","","C 2 D 2 SOMI 1"
"626","C",2,"D",2,"SOMI",2,"7.139","","C 2 D 2 SOMI 2"
"627","C",2,"D",2,"SOMI",3,"3.618","","C 2 D 2 SOMI 3"
"628","C",2,"D",2,"SOMI",4,"1.954","","C 2 D 2 SOMI 4"
"629","C",2,"D",2,"SOMI",5,"3.834","","C 2 D 2 SOMI 5"
"630","C",2,"D",2,"SONU",1,"23.506","","C 2 D 2 SONU 1"
"631","C",2,"D",2,"SONU",2,"20.123","","C 2 D 2 SONU 2"
"632","C",2,"D",2,"SONU",3,"26.455","","C 2 D 2 SONU 3"
"633","C",2,"D",2,"SONU",4,"22.05","","C 2 D 2 SONU 4"
"634","C",2,"D",2,"SONU",5,"12.304","","C 2 D 2 SONU 5"
"635","C",2,"D",3,"ANGE",1,"9.56","","C 2 D 3 ANGE 1"
"636","C",2,"D",3,"ANGE",2,"29.494","","C 2 D 3 ANGE 2"
"637","C",2,"D",3,"ANGE",3,"20.939","","C 2 D 3 ANGE 3"
"638","C",2,"D",3,"ANGE",4,"18.743","","C 2 D 3 ANGE 4"
"639","C",2,"D",3,"ANGE",5,"24.685","","C 2 D 3 ANGE 5"
"640","C",2,"D",3,"HEMAX",1,"9.98","","C 2 D 3 HEMAX 1"
"641","C",2,"D",3,"HEMAX",2,"19.116","","C 2 D 3 HEMAX 2"
"642","C",2,"D",3,"HEMAX",3,"16.744","","C 2 D 3 HEMAX 3"
"643","C",2,"D",3,"HEMAX",4,"10.164","","C 2 D 3 HEMAX 4"
"644","C",2,"D",3,"MOFI",1,"13.954","","C 2 D 3 MOFI 1"
"645","C",2,"D",3,"MOFI",2,"8.878","","C 2 D 3 MOFI 2"
"646","C",2,"D",3,"MOFI",3,"5.811","","C 2 D 3 MOFI 3"
"647","C",2,"D",3,"MOFI",4,"12.656","","C 2 D 3 MOFI 4"
"648","C",2,"D",3,"MOFI",5,"8.719","","C 2 D 3 MOFI 5"
"649","C",2,"D",3,"PAVI",1,"26.228","","C 2 D 3 PAVI 1"
"650","C",2,"D",3,"PAVI",2,"32.281","","C 2 D 3 PAVI 2"
"651","C",2,"D",3,"PAVI",3,"30.701","","C 2 D 3 PAVI 3"
"652","C",2,"D",3,"PAVI",4,"32.68","","C 2 D 3 PAVI 4"
"653","C",2,"D",3,"PAVI",5,"32.612","","C 2 D 3 PAVI 5"
"654","C",2,"D",3,"SOCA",1,"3.974","","C 2 D 3 SOCA 1"
"655","C",2,"D",3,"SOCA",2,"5.349","","C 2 D 3 SOCA 2"
"656","C",2,"D",3,"SOCA",3,"7.444","","C 2 D 3 SOCA 3"
"657","C",2,"D",3,"SOCA",4,"4.646","","C 2 D 3 SOCA 4"
"658","C",2,"D",3,"SOCA",5,"2.826","","C 2 D 3 SOCA 5"
"659","C",2,"D",4,"ANGE",1,"19.757","","C 2 D 4 ANGE 1"
"660","C",2,"D",4,"ANGE",2,"25.581","","C 2 D 4 ANGE 2"
"661","C",2,"D",4,"ANGE",3,"17.464","","C 2 D 4 ANGE 3"
