,unit,date,block,level,diversity,transect,quadrat,treat,taxa,replicate,area.cm,weight.0.00g
273,A 1 D 4 SOCA,7/4/2016,A,1,2,D,4,bn,SOCA,1,4.58,0.03
274,A 1 D 4 SOCA,7/4/2016,A,1,2,D,4,bn,SOCA,1,4.58,0.05
275,A 1 D 4 SOCA,7/4/2016,A,1,2,D,4,bn,SOCA,1,4.58,0.02
276,A 1 D 4 SOCA,7/4/2016,A,1,2,D,4,bn,SOCA,3,8.591,0.03
277,A 1 D 4 SOCA,7/4/2016,A,1,2,D,4,bn,SOCA,3,8.591,0.06
278,A 1 D 4 SOCA,7/4/2016,A,1,2,D,4,bn,SOCA,3,8.591,0.03
279,A 1 D 4 SOCA,7/4/2016,A,1,2,D,4,bn,SOCA,3,8.591,0.05
280,A 1 D 4 SOCA,7/4/2016,A,1,2,D,4,bn,SOCA,3,8.591,0.02
281,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,1,21.975,0.11
282,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,1,21.975,0.1
283,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,1,21.975,0.12
284,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,1,21.975,0.17
285,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,1,21.975,0.16
286,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,1,21.975,0.1
287,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,2,23.161,0.11
288,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,2,23.161,0.1
289,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,2,23.161,0.12
290,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,2,23.161,0.17
291,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,2,23.161,0.16
292,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,2,23.161,0.1
293,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,5,18.325,0.11
294,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,5,18.325,0.1
295,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,5,18.325,0.12
296,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,5,18.325,0.17
297,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,5,18.325,0.16
298,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,5,18.325,0.1
299,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,4,29.814,0.11
300,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,4,29.814,0.1
301,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,4,29.814,0.12
302,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,4,29.814,0.17
303,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,4,29.814,0.16
304,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,4,29.814,0.1
305,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,3,25.939,0.11
306,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,3,25.939,0.1
307,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,3,25.939,0.12
308,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,3,25.939,0.17
309,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,3,25.939,0.16
310,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,3,25.939,0.1
311,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,6,17.981,0.11
312,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,6,17.981,0.1
313,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,6,17.981,0.12
314,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,6,17.981,0.17
315,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,6,17.981,0.16
316,A 3 D 1 ANGE,7/4/2016,A,3,2,D,1,biomass,ANGE,6,17.981,0.1
317,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,5,NA,0.18
318,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,5,NA,0.02
319,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,5,NA,0.04
320,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,5,NA,0.15
321,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,5,NA,0.07
322,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,3,NA,0.18
323,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,3,NA,0.02
324,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,3,NA,0.04
325,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,3,NA,0.15
326,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,3,NA,0.07
327,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,4,NA,0.18
328,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,4,NA,0.02
329,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,4,NA,0.04
330,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,4,NA,0.15
331,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,4,NA,0.07
332,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,1,NA,0.18
333,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,1,NA,0.02
334,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,1,NA,0.04
335,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,1,NA,0.15
336,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,1,NA,0.07
337,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,2,NA,0.18
338,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,2,NA,0.02
339,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,2,NA,0.04
340,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,2,NA,0.15
341,A 3 D 1 HEMAX,7/4/2016,A,3,2,D,1,biomass,HEMAX,2,NA,0.07
342,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,1,11.638,0.03
343,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,1,11.638,0.03
344,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,1,11.638,0.09
345,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,1,11.638,0.03
346,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,1,11.638,0.09
347,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,2,9.828,0.03
348,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,2,9.828,0.03
349,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,2,9.828,0.09
350,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,2,9.828,0.03
351,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,2,9.828,0.09
352,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,5,4.483,0.03
353,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,5,4.483,0.03
354,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,5,4.483,0.09
355,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,5,4.483,0.03
356,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,5,4.483,0.09
357,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,4,4.515,0.03
358,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,4,4.515,0.03
359,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,4,4.515,0.09
360,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,4,4.515,0.03
361,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,4,4.515,0.09
362,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,3,3.686,0.03
363,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,3,3.686,0.03
364,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,3,3.686,0.09
365,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,3,3.686,0.03
366,A 3 D 2 SOMI,7/4/2016,A,3,2,D,2,bn,SOMI,3,3.686,0.09
367,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,5,28.62,0.27
368,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,5,28.62,0.19
369,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,5,28.62,0.19
370,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,5,28.62,0.29
371,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,5,28.62,0.42
372,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,1,37.604,0.27
373,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,1,37.604,0.19
374,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,1,37.604,0.19
375,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,1,37.604,0.29
376,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,1,37.604,0.42
377,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,3,28.729,0.27
378,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,3,28.729,0.19
379,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,3,28.729,0.19
380,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,3,28.729,0.29
381,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,3,28.729,0.42
382,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,4,41.238,0.27
383,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,4,41.238,0.19
384,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,4,41.238,0.19
385,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,4,41.238,0.29
386,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,4,41.238,0.42
387,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,2,50.957,0.27
388,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,2,50.957,0.19
389,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,2,50.957,0.19
390,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,2,50.957,0.29
391,A 3 D 2 SONU,7/4/2016,A,3,2,D,2,bn,SONU,2,50.957,0.42
392,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,5,15.98,0.06
393,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,5,15.98,0.1
394,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,5,15.98,0.13
395,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,5,15.98,0.11
396,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,5,15.98,0.16
397,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,3,18.14,0.06
398,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,3,18.14,0.1
399,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,3,18.14,0.13
400,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,3,18.14,0.11
401,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,3,18.14,0.16
402,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,4,11.639,0.06
403,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,4,11.639,0.1
404,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,4,11.639,0.13
405,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,4,11.639,0.11
406,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,4,11.639,0.16
407,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,2,16.781,0.06
408,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,2,16.781,0.1
409,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,2,16.781,0.13
410,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,2,16.781,0.11
411,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,2,16.781,0.16
412,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,1,20.577,0.06
413,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,1,20.577,0.1
414,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,1,20.577,0.13
415,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,1,20.577,0.11
416,A 4 C 1 ANGE,7/6/2016,A,4,1,C,1,control,ANGE,1,20.577,0.16
417,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,2,8.192,0.06
418,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,2,8.192,0.03
419,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,2,8.192,0.09
420,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,2,8.192,0.07
421,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,2,8.192,0.05
422,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,5,4.139,0.06
423,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,5,4.139,0.03
424,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,5,4.139,0.09
425,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,5,4.139,0.07
426,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,5,4.139,0.05
427,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,4,7.734,0.06
428,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,4,7.734,0.03
429,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,4,7.734,0.09
430,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,4,7.734,0.07
431,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,4,7.734,0.05
432,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,3,5.724,0.06
433,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,3,5.724,0.03
434,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,3,5.724,0.09
435,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,3,5.724,0.07
436,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,3,5.724,0.05
437,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,1,5.005,0.06
438,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,1,5.005,0.03
439,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,1,5.005,0.09
440,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,1,5.005,0.07
441,A 4 C 1 Solidago,7/6/2016,A,4,1,C,1,control,Solidago,1,5.005,0.05
442,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,1,18.884,0.13
443,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,1,18.884,0.13
444,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,1,18.884,0.11
445,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,1,18.884,0.17
446,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,1,18.884,0.15
447,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,3,21.409,0.13
448,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,3,21.409,0.13
449,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,3,21.409,0.11
450,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,3,21.409,0.17
451,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,3,21.409,0.15
452,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,4,18.066,0.13
453,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,4,18.066,0.13
454,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,4,18.066,0.11
455,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,4,18.066,0.17
456,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,4,18.066,0.15
457,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,2,19.706,0.13
458,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,2,19.706,0.13
459,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,2,19.706,0.11
460,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,2,19.706,0.17
461,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,2,19.706,0.15
462,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,5,23.283,0.13
463,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,5,23.283,0.13
464,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,5,23.283,0.11
465,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,5,23.283,0.17
466,A 4 C 2 ANGE,7/6/2016,A,4,1,C,2,control,ANGE,5,23.283,0.15
467,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,5,4.387,0.04
468,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,5,4.387,0.05
469,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,5,4.387,0.07
470,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,5,4.387,0.09
471,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,5,4.387,0.05
472,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,4,7.102,0.04
473,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,4,7.102,0.05
474,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,4,7.102,0.07
475,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,4,7.102,0.09
476,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,4,7.102,0.05
477,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,2,5.428,0.04
478,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,2,5.428,0.05
479,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,2,5.428,0.07
480,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,2,5.428,0.09
481,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,2,5.428,0.05
482,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,1,8.758,0.04
483,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,1,8.758,0.05
484,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,1,8.758,0.07
485,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,1,8.758,0.09
486,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,1,8.758,0.05
487,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,3,5.469,0.04
488,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,3,5.469,0.05
489,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,3,5.469,0.07
490,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,3,5.469,0.09
491,A 4 C 2 Solidago,7/6/2016,A,4,1,C,2,control,Solidago,3,5.469,0.05
492,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,1,26.93,0.21
493,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,1,26.93,0.17
494,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,1,26.93,0.2
495,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,1,26.93,0.25
496,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,1,26.93,0.2
497,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,1,26.93,0.15
498,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,4,32.56,0.21
499,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,4,32.56,0.17
500,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,4,32.56,0.2
501,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,4,32.56,0.25
502,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,4,32.56,0.2
503,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,4,32.56,0.15
504,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,2,22.142,0.21
505,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,2,22.142,0.17
506,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,2,22.142,0.2
507,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,2,22.142,0.25
508,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,2,22.142,0.2
509,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,2,22.142,0.15
510,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,3,26.859,0.21
511,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,3,26.859,0.17
512,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,3,26.859,0.2
513,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,3,26.859,0.25
514,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,3,26.859,0.2
515,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,3,26.859,0.15
516,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,5,22.759,0.21
517,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,5,22.759,0.17
518,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,5,22.759,0.2
519,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,5,22.759,0.25
520,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,5,22.759,0.2
521,A 4 D 1 ANGE,7/6/2016,A,4,1,D,1,nitrogen,ANGE,5,22.759,0.15
522,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,2,21.308,0.17
523,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,2,21.308,0.18
524,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,2,21.308,0.13
525,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,2,21.308,0.22
526,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,2,21.308,0.11
527,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,4,20.359,0.17
528,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,4,20.359,0.18
529,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,4,20.359,0.13
530,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,4,20.359,0.22
531,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,4,20.359,0.11
532,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,1,30.788,0.17
533,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,1,30.788,0.18
534,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,1,30.788,0.13
535,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,1,30.788,0.22
536,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,1,30.788,0.11
537,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,3,25.237,0.17
538,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,3,25.237,0.18
539,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,3,25.237,0.13
540,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,3,25.237,0.22
541,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,3,25.237,0.11
542,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,5,18.927,0.17
543,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,5,18.927,0.18
544,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,5,18.927,0.13
545,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,5,18.927,0.22
546,A 4 D 2 ANGE,7/6/2016,A,4,1,D,2,rainout,ANGE,5,18.927,0.11
547,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,2,5.96,0.05
548,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,2,5.96,0.05
549,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,2,5.96,0.04
