block,level,diversity,transect,quadrat,treat,taxa,replicate,weight.0.00g.,unit
C,1,NA,D,4,rainout,ANGE,5,0.09,C 1 D 4 ANGE
C,1,NA,C,2,control,ANGE,1,0.14,C 1 C 2 ANGE
C,1,NA,C,2,control,ANGE,2,0.26,C 1 C 2 ANGE
C,1,NA,C,2,control,ANGE,3,0.11,C 1 C 2 ANGE
C,1,NA,C,2,control,ANGE,4,0.18,C 1 C 2 ANGE
C,1,NA,C,2,control,ANGE,5,0.12,C 1 C 2 ANGE
C,1,NA,D,2,nitrogen,ANGE,1,0.29,C 1 D 2 ANGE
C,1,NA,D,2,nitrogen,ANGE,2,0.18,C 1 D 2 ANGE
C,1,NA,D,2,nitrogen,ANGE,3,0.24,C 1 D 2 ANGE
C,1,NA,D,2,nitrogen,ANGE,4,0.29,C 1 D 2 ANGE
C,1,NA,D,2,nitrogen,ANGE,5,0.09,C 1 D 2 ANGE
C,2,NA,D,4,rainout,SONU,1,0.24,C 2 D 4 SONU
C,2,NA,D,4,rainout,SONU,2,0.25,C 2 D 4 SONU
C,2,NA,D,4,rainout,SONU,3,0.25,C 2 D 4 SONU
C,2,NA,D,4,rainout,SONU,4,0.2,C 2 D 4 SONU
C,2,NA,D,4,rainout,SONU,5,0.2,C 2 D 4 SONU
A,4,NA,D,1,nitrogen,ANGE,1,0.2,A 4 D 1 ANGE
A,4,NA,D,1,nitrogen,ANGE,2,0.15,A 4 D 1 ANGE
A,4,NA,D,1,nitrogen,ANGE,3,0.21,A 4 D 1 ANGE
A,4,NA,D,1,nitrogen,ANGE,4,0.2,A 4 D 1 ANGE
A,4,NA,D,1,nitrogen,ANGE,5,0.25,A 4 D 1 ANGE
A,4,NA,D,1,nitrogen,ANGE,5,0.17,A 4 D 1 ANGE
C,2,NA,D,4,rainout,ANGE,1,0.13,C 2 D 4 ANGE
C,2,NA,D,4,rainout,ANGE,2,0.15,C 2 D 4 ANGE
C,2,NA,D,4,rainout,ANGE,3,0.08,C 2 D 4 ANGE
C,2,NA,D,4,rainout,ANGE,4,0.14,C 2 D 4 ANGE
C,2,NA,D,4,rainout,ANGE,5,0.12,C 2 D 4 ANGE
C,2,NA,D,3,nitrogen,PAVI,1,0.14,C 2 D 3 PAVI
C,2,NA,D,3,nitrogen,PAVI,2,0.23,C 2 D 3 PAVI
C,2,NA,D,3,nitrogen,PAVI,3,0.21,C 2 D 3 PAVI
C,2,NA,D,3,nitrogen,PAVI,4,0.23,C 2 D 3 PAVI
C,2,NA,D,3,nitrogen,PAVI,5,0.25,C 2 D 3 PAVI
C,2,NA,D,4,rainout,HEMAX ,1,0.12,C 2 D 4 HEMAX 
C,2,NA,D,4,rainout,HEMAX ,2,0.13,C 2 D 4 HEMAX 
C,2,NA,D,4,rainout,HEMAX ,3,0.04,C 2 D 4 HEMAX 
C,2,NA,D,4,rainout,HEMAX ,4,0.12,C 2 D 4 HEMAX 
A,3,NA,D,3,nitrogen,FORB,1,0.05,A 3 D 3 FORB
A,3,NA,D,3,nitrogen,FORB,2,0.04,A 3 D 3 FORB
A,3,NA,D,3,nitrogen,FORB,3,0.03,A 3 D 3 FORB
A,3,NA,D,3,nitrogen,FORB,4,0.04,A 3 D 3 FORB
A,3,NA,D,3,nitrogen,FORB,5,0.06,A 3 D 3 FORB
B,2,NA,C,2,control,Solidago,1,0.04,B 2 C 2 Solidago
B,2,NA,C,2,control,Solidago,2,0.06,B 2 C 2 Solidago
B,2,NA,C,2,control,Solidago,3,0.1,B 2 C 2 Solidago
B,2,NA,C,2,control,Solidago,4,0.05,B 2 C 2 Solidago
B,2,NA,C,2,control,Solidago,5,0.08,B 2 C 2 Solidago
B,4,NA,D,1,rainout,MOFI,1,0.03,B 4 D 1 MOFI
B,4,NA,D,1,rainout,MOFI,2,0.05,B 4 D 1 MOFI
B,4,NA,D,1,rainout,MOFI,3,0.04,B 4 D 1 MOFI
B,4,NA,D,1,rainout,MOFI,4,0.05,B 4 D 1 MOFI
B,4,NA,D,1,rainout,MOFI,5,0.04,B 4 D 1 MOFI
B,4,NA,D,1,rainout,MOFI,6,0.04,B 4 D 1 MOFI
A,3,NA,C,1,control,ANGE,1,0.1,A 3 C 1 ANGE
A,3,NA,C,1,control,ANGE,2,0.19,A 3 C 1 ANGE
A,3,NA,C,1,control,ANGE,3,0.12,A 3 C 1 ANGE
A,3,NA,C,1,control,ANGE,4,0.13,A 3 C 1 ANGE
A,3,NA,C,1,control,ANGE,5,0.08,A 3 C 1 ANGE
A,3,NA,C,1,control,ANGE,6,0.13,A 3 C 1 ANGE
B,2,NA,C,1,control,Solidago,1,0.04,B 2 C 1 Solidago
B,2,NA,C,1,control,Solidago,2,0.06,B 2 C 1 Solidago
B,2,NA,C,1,control,Solidago,3,0.05,B 2 C 1 Solidago
B,2,NA,C,1,control,Solidago,4,0.06,B 2 C 1 Solidago
B,2,NA,D,4,rainout,Solidago,1,0.1,B 2 D 4 Solidago
B,2,NA,D,4,rainout,Solidago,2,0.1,B 2 D 4 Solidago
B,2,NA,D,4,rainout,Solidago,3,0.07,B 2 D 4 Solidago
B,2,NA,D,4,rainout,Solidago,4,0.05,B 2 D 4 Solidago
B,2,NA,D,4,rainout,Solidago,5,0.06,B 2 D 4 Solidago
B,2,NA,D,4,rainout,ANGE,1,0.27,B 2 D 4 ANGE
B,2,NA,D,4,rainout,ANGE,2,0.17,B 2 D 4 ANGE
B,2,NA,D,4,rainout,ANGE,3,0.13,B 2 D 4 ANGE
B,2,NA,D,4,rainout,ANGE,4,0.16,B 2 D 4 ANGE
B,2,NA,D,4,rainout,ANGE,5,0.23,B 2 D 4 ANGE
B,2,NA,C,1,control,ANGE,1,0.15,B 2 C 1 ANGE
B,2,NA,C,1,control,ANGE,2,0.25,B 2 C 1 ANGE
B,2,NA,C,1,control,ANGE,3,0.15,B 2 C 1 ANGE
B,2,NA,C,1,control,ANGE,4,0.21,B 2 C 1 ANGE
B,2,NA,C,1,control,ANGE,5,0.24,B 2 C 1 ANGE
B,2,NA,C,2,control,ANGE,1,0.22,B 2 C 2 ANGE
B,2,NA,C,2,control,ANGE,2,0.15,B 2 C 2 ANGE
B,2,NA,C,2,control,ANGE,3,0.12,B 2 C 2 ANGE
B,2,NA,C,2,control,ANGE,4,0.17,B 2 C 2 ANGE
B,2,NA,C,2,control,ANGE,5,0.08,B 2 C 2 ANGE
C,4,NA,D,2,nitrogen,Solidago,1,0.07,C 4 D 2 Solidago
C,4,NA,D,2,nitrogen,Solidago,2,0.05,C 4 D 2 Solidago
C,4,NA,D,2,nitrogen,Solidago,3,0.02,C 4 D 2 Solidago
C,4,NA,D,2,nitrogen,Solidago,4,0.04,C 4 D 2 Solidago
C,4,NA,D,2,nitrogen,Solidago,5,0.05,C 4 D 2 Solidago
B,2,NA,D,3,nitrogen,Solidago,1,0.05,B 2 D 3 Solidago
B,2,NA,D,3,nitrogen,Solidago,2,0.05,B 2 D 3 Solidago
B,2,NA,D,3,nitrogen,Solidago,3,0.06,B 2 D 3 Solidago
B,2,NA,D,3,nitrogen,Solidago,4,0.05,B 2 D 3 Solidago
B,2,NA,D,3,nitrogen,Solidago,5,0.03,B 2 D 3 Solidago
A,3,NA,C,1,control,HEMAX,1,0.07,A 3 C 1 HEMAX
A,3,NA,C,1,control,HEMAX,2,0.08,A 3 C 1 HEMAX
A,3,NA,C,1,control,HEMAX,3,0.05,A 3 C 1 HEMAX
A,3,NA,C,1,control,HEMAX,4,0.05,A 3 C 1 HEMAX
A,3,NA,C,1,control,HEMAX,5,0.06,A 3 C 1 HEMAX
B,4,NA,C,2,control,MOFI,1,0.04,B 4 C 2 MOFI
B,4,NA,C,2,control,MOFI,2,0.05,B 4 C 2 MOFI
B,4,NA,C,2,control,MOFI,3,0.03,B 4 C 2 MOFI
B,4,NA,C,2,control,MOFI,4,0.03,B 4 C 2 MOFI
B,4,NA,C,2,control,MOFI,5,0.04,B 4 C 2 MOFI
C,4,NA,C,2,control,Solidago,1,0.07,C 4 C 2 Solidago
C,4,NA,C,2,control,Solidago,2,0.05,C 4 C 2 Solidago
C,4,NA,C,2,control,Solidago,3,0.1,C 4 C 2 Solidago
C,4,NA,C,2,control,Solidago,4,0.06,C 4 C 2 Solidago
C,4,NA,C,2,control,Solidago,5,0.08,C 4 C 2 Solidago
B,4,NA,C,2,control,HEMAX,1,0.07,B 4 C 2 HEMAX
B,4,NA,C,2,control,HEMAX,2,0.07,B 4 C 2 HEMAX
B,4,NA,C,2,control,HEMAX,3,0.1,B 4 C 2 HEMAX
B,4,NA,C,2,control,HEMAX,4,0.08,B 4 C 2 HEMAX
B,4,NA,C,2,control,HEMAX,5,0.07,B 4 C 2 HEMAX
B,4,NA,C,2,control,SONU,1,0.12,B 4 C 2 SONU
B,4,NA,C,2,control,SONU,2,0.21,B 4 C 2 SONU
B,4,NA,C,2,control,SONU,3,0.37,B 4 C 2 SONU
B,4,NA,C,2,control,SONU,4,0.14,B 4 C 2 SONU
B,4,NA,C,2,control,SONU,5,0.13,B 4 C 2 SONU
B,4,NA,D,1,rainout,ANGE,1,0.1,B 4 D 1 ANGE
B,4,NA,D,1,rainout,ANGE,2,0.1,B 4 D 1 ANGE
B,4,NA,D,1,rainout,ANGE,3,0.04,B 4 D 1 ANGE
B,4,NA,D,1,rainout,ANGE,4,0.08,B 4 D 1 ANGE
B,4,NA,D,1,rainout,ANGE,5,0.11,B 4 D 1 ANGE
B,4,NA,D,2,nitrogen,SONU,1,0.16,B 4 D 2 SONU
B,4,NA,D,2,nitrogen,SONU,2,0.19,B 4 D 2 SONU
B,4,NA,D,2,nitrogen,SONU,3,0.19,B 4 D 2 SONU
B,4,NA,D,2,nitrogen,SONU,4,0.3,B 4 D 2 SONU
B,4,NA,D,2,nitrogen,SONU,5,0.22,B 4 D 2 SONU
B,4,NA,D,1,rainout,SOGI,1,0.06,B 4 D 1 SOGI
B,4,NA,D,1,rainout,SOGI,2,0.1,B 4 D 1 SOGI
B,4,NA,D,1,rainout,SOGI,3,0.08,B 4 D 1 SOGI
B,4,NA,D,1,rainout,SOGI,4,0.09,B 4 D 1 SOGI
B,4,NA,D,1,rainout,SOGI,5,0.07,B 4 D 1 SOGI
C,4,NA,D,1,rainout,Solidago,1,0.05,C 4 D 1 Solidago
C,4,NA,D,1,rainout,Solidago,2,0.01,C 4 D 1 Solidago
C,4,NA,D,1,rainout,Solidago,3,0.04,C 4 D 1 Solidago
C,4,NA,D,1,rainout,Solidago,4,0.05,C 4 D 1 Solidago
C,4,NA,D,1,rainout,Solidago,5,0.03,C 4 D 1 Solidago
C,4,NA,D,2,nitrogen,ANGE,1,0.13,C 4 D 2 ANGE
C,4,NA,D,2,nitrogen,ANGE,2,0.17,C 4 D 2 ANGE
C,4,NA,D,2,nitrogen,ANGE,3,0.07,C 4 D 2 ANGE
C,4,NA,D,2,nitrogen,ANGE,4,0.17,C 4 D 2 ANGE
C,4,NA,D,2,nitrogen,ANGE,5,0.21,C 4 D 2 ANGE
B,4,NA,D,2,nitrogen,ANGE,1,0.14,B 4 D 2 ANGE
B,4,NA,D,2,nitrogen,ANGE,2,0.07,B 4 D 2 ANGE
B,4,NA,D,2,nitrogen,ANGE,3,0.1,B 4 D 2 ANGE
B,4,NA,D,2,nitrogen,ANGE,4,0.09,B 4 D 2 ANGE
B,4,NA,D,2,nitrogen,ANGE,5,0.14,B 4 D 2 ANGE
B,4,NA,C,2,control,ANGE,1,0.21,B 4 C 2 ANGE
B,4,NA,C,2,control,ANGE,2,0.16,B 4 C 2 ANGE
B,4,NA,C,2,control,ANGE,3,0.1,B 4 C 2 ANGE
B,4,NA,C,2,control,ANGE,4,0.11,B 4 C 2 ANGE
B,4,NA,C,2,control,ANGE,5,0.23,B 4 C 2 ANGE
C,4,NA,D,2,nitrogen,ANGE,1,0.16,C 4 D 2 ANGE
C,4,NA,D,2,nitrogen,ANGE,2,0.12,C 4 D 2 ANGE
C,4,NA,D,2,nitrogen,ANGE,3,0.16,C 4 D 2 ANGE
C,4,NA,D,2,nitrogen,ANGE,4,0.14,C 4 D 2 ANGE
C,4,NA,D,2,nitrogen,ANGE,5,0.14,C 4 D 2 ANGE
B,2,NA,D,3,nitrogen,ANGE,1,0.23,B 2 D 3 ANGE
B,2,NA,D,3,nitrogen,ANGE,2,0.13,B 2 D 3 ANGE
B,2,NA,D,3,nitrogen,ANGE,3,0.33,B 2 D 3 ANGE
B,2,NA,D,3,nitrogen,ANGE,4,0.2,B 2 D 3 ANGE
B,2,NA,D,3,nitrogen,ANGE,5,0.26,B 2 D 3 ANGE
B,4,NA,C,1,control,SONU,1,0.17,B 4 C 1 SONU
B,4,NA,C,1,control,SONU,2,0.32,B 4 C 1 SONU
B,4,NA,C,1,control,SONU,3,0.37,B 4 C 1 SONU
B,4,NA,C,1,control,SONU,4,0.23,B 4 C 1 SONU
B,4,NA,C,1,control,SONU,5,0.47,B 4 C 1 SONU
A,1,NA,C,2,control,MOFI,1,0.05,A 1 C 2 MOFI
A,1,NA,C,2,control,MOFI,2,0.04,A 1 C 2 MOFI
A,1,NA,C,2,control,MOFI,3,0.04,A 1 C 2 MOFI
A,1,NA,C,2,control,MOFI,4,0.05,A 1 C 2 MOFI
A,1,NA,C,2,control,MOFI,5,0.05,A 1 C 2 MOFI
A,1,NA,C,2,control,HEMAX,1,0.04,A 1 C 2 HEMAX
A,1,NA,C,2,control,HEMAX,2,0.11,A 1 C 2 HEMAX
A,1,NA,C,2,control,HEMAX,3,0.05,A 1 C 2 HEMAX
A,1,NA,C,2,control,HEMAX,4,0.05,A 1 C 2 HEMAX
A,1,NA,C,2,control,HEMAX,5,0.07,A 1 C 2 HEMAX
C,4,NA,C,1,control,Solidago,1,0.07,C 4 C 1 Solidago
C,4,NA,C,1,control,Solidago,2,0.11,C 4 C 1 Solidago
C,4,NA,C,1,control,Solidago,3,0.06,C 4 C 1 Solidago
C,4,NA,C,1,control,Solidago,4,0.09,C 4 C 1 Solidago
C,4,NA,C,1,control,Solidago,5,0.1,C 4 C 1 Solidago
A,1,NA,C,2,control,SOCA,1,0.04,A 1 C 2 SOCA
A,1,NA,C,2,control,SOCA,2,0.04,A 1 C 2 SOCA
A,1,NA,C,2,control,SOCA,3,0.04,A 1 C 2 SOCA
A,1,NA,C,2,control,SOCA,4,0.06,A 1 C 2 SOCA
A,1,NA,C,2,control,SOCA,5,0.02,A 1 C 2 SOCA
C,4,NA,D,1,rainout,ANGE,1,0.1,C 4 D 1 ANGE
C,4,NA,D,1,rainout,ANGE,2,0.21,C 4 D 1 ANGE
C,4,NA,D,1,rainout,ANGE,3,0.18,C 4 D 1 ANGE
C,4,NA,D,1,rainout,ANGE,4,0.02,C 4 D 1 ANGE
C,4,NA,D,1,rainout,ANGE,5,0.08,C 4 D 1 ANGE
C,4,NA,C,1,control,ANGE,1,0.1,C 4 C 1 ANGE
C,4,NA,C,1,control,ANGE,2,0.15,C 4 C 1 ANGE
C,4,NA,C,1,control,ANGE,3,0.07,C 4 C 1 ANGE
C,4,NA,C,1,control,ANGE,4,0.19,C 4 C 1 ANGE
C,4,NA,C,1,control,ANGE,5,0.2,C 4 C 1 ANGE
A,1,NA,C,2,control,ANGE,1,0.03,A 1 C 2 ANGE
A,1,NA,C,2,control,ANGE,2,0.13,A 1 C 2 ANGE
A,1,NA,C,2,control,ANGE,3,0.15,A 1 C 2 ANGE
A,1,NA,C,2,control,ANGE,4,0.14,A 1 C 2 ANGE
A,1,NA,C,2,control,ANGE,5,0.09,A 1 C 2 ANGE
B,4,NA,D,1,rainout,SONU,1,0.21,B 4 D 1 SONU
B,4,NA,D,1,rainout,SONU,2,0.24,B 4 D 1 SONU
B,4,NA,D,1,rainout,SONU,3,0.22,B 4 D 1 SONU
B,4,NA,D,1,rainout,SONU,4,0.26,B 4 D 1 SONU
B,4,NA,D,1,rainout,SONU,5,0.12,B 4 D 1 SONU
A,3,NA,C,2,control,ANGE,1,0.11,A 3 C 2 ANGE
A,3,NA,C,2,control,ANGE,2,0.08,A 3 C 2 ANGE
A,3,NA,C,2,control,ANGE,3,0.04,A 3 C 2 ANGE
A,3,NA,C,2,control,ANGE,4,0.07,A 3 C 2 ANGE
A,3,NA,C,2,control,ANGE,5,0.06,A 3 C 2 ANGE
A,3,NA,C,2,control,ANGE,6,0.08,A 3 C 2 ANGE
A,3,NA,C,2,control,SONU,1,0.26,A 3 C 2 SONU
A,3,NA,C,2,control,SONU,2,0.18,A 3 C 2 SONU
A,3,NA,C,2,control,SONU,3,0.1,A 3 C 2 SONU
A,3,NA,C,2,control,SONU,4,0.23,A 3 C 2 SONU
A,3,NA,C,2,control,SONU,5,0.21,A 3 C 2 SONU
A,3,NA,C,1,control,SONU,1,0.29,A 3 C 1 SONU
A,3,NA,C,1,control,SONU,2,0.33,A 3 C 1 SONU
A,3,NA,C,1,control,SONU,3,0.15,A 3 C 1 SONU
A,3,NA,C,1,control,SONU,4,0.26,A 3 C 1 SONU
A,3,NA,C,1,control,SONU,5,0.15,A 3 C 1 SONU
A,1,NA,C,2,control,PAVI,1,0.24,A 1 C 2 PAVI
A,1,NA,C,2,control,PAVI,2,0.49,A 1 C 2 PAVI
A,1,NA,C,2,control,PAVI,3,0.37,A 1 C 2 PAVI
A,1,NA,C,2,control,PAVI,4,0.28,A 1 C 2 PAVI
A,1,NA,C,2,control,PAVI,5,0.3,A 1 C 2 PAVI
A,3,NA,C,2,control,SOMI,1,0.06,A 3 C 2 SOMI
A,3,NA,C,2,control,SOMI,2,0.07,A 3 C 2 SOMI
A,3,NA,C,2,control,SOMI,3,0.03,A 3 C 2 SOMI
A,3,NA,C,2,control,SOMI,4,0.1,A 3 C 2 SOMI
A,3,NA,C,2,control,SOMI,5,0.06,A 3 C 2 SOMI
A,3,NA,C,2,control,MOFI,1,0.06,A 3 C 2 MOFI
A,3,NA,C,2,control,MOFI,2,0.1,A 3 C 2 MOFI
A,3,NA,C,2,control,MOFI,3,0.07,A 3 C 2 MOFI
A,3,NA,C,2,control,MOFI,4,0.03,A 3 C 2 MOFI
A,3,NA,C,2,control,MOFI,5,0.05,A 3 C 2 MOFI
A,3,NA,C,2,control,MOFI,6,0.02,A 3 C 2 MOFI
A,3,NA,C,2,control,HEMAX,1,0.11,A 3 C 2 HEMAX
A,3,NA,C,2,control,HEMAX,2,0.13,A 3 C 2 HEMAX
A,3,NA,C,2,control,HEMAX,3,0.03,A 3 C 2 HEMAX
A,3,NA,C,2,control,HEMAX,4,0.06,A 3 C 2 HEMAX
A,3,NA,C,2,control,HEMAX,5,0.12,A 3 C 2 HEMAX
A,1,NA,D,2,rainout,SOCA,1,0.05,A 1 D 2 SOCA
A,1,NA,D,2,rainout,SOCA,2,0.03,A 1 D 2 SOCA
A,1,NA,D,2,rainout,SOCA,3,0.03,A 1 D 2 SOCA
A,1,NA,D,2,rainout,SOCA,4,0.07,A 1 D 2 SOCA
A,1,NA,D,2,rainout,SOCA,5,0.04,A 1 D 2 SOCA
A,1,NA,D,2,rainout,SOCA,6,0.05,A 1 D 2 SOCA
C,2,NA,C,2,control,HEPA,1,0.23,C 2 C 2 HEPA
C,2,NA,C,2,control,HEPA,2,0.13,C 2 C 2 HEPA
C,2,NA,C,2,control,HEPA,3,0.17,C 2 C 2 HEPA
