"","site","year","block","level","diversity","transect","quadrat","treat","bare","litter","unit"
"652","2016 b 4 2 O3 3",2016,"b",4,2,"O3",3,"no",0,85,"b 4 2 O3"
"653","2016 b 4 2 O3 4",2016,"b",4,2,"O3",4,"no",0,97.5,"b 4 2 O3"
"654","2016 b 4 2 O3 5",2016,"b",4,2,"O3",5,"no",0,97.5,"b 4 2 O3"
"655","2016 b 4 2 O3 6",2016,"b",4,2,"O3",6,"no",0,85,"b 4 2 O3"
"656","2016 b 4 2 O3 7",2016,"b",4,2,"O3",7,"no",0,97.5,"b 4 2 O3"
"657","2016 b 4 2 O3 8",2016,"b",4,2,"O3",8,"no",0,97.5,"b 4 2 O3"
"658","2016 b 4 2 O4 1",2016,"b",4,2,"O4",1,"no",0,97.5,"b 4 2 O4"
"659","2016 b 4 2 O4 2",2016,"b",4,2,"O4",2,"no",3,62.5,"b 4 2 O4"
"660","2016 b 4 2 O4 3",2016,"b",4,2,"O4",3,"no",0,97.5,"b 4 2 O4"
"661","2016 b 4 2 O4 4",2016,"b",4,2,"O4",4,"no",3,62.5,"b 4 2 O4"
"662","2016 b 4 2 O4 5",2016,"b",4,2,"O4",5,"no",0,85,"b 4 2 O4"
"663","2016 b 4 2 O4 6",2016,"b",4,2,"O4",6,"no",0,97.5,"b 4 2 O4"
"664","2016 b 4 2 O4 7",2016,"b",4,2,"O4",7,"no",0,97.5,"b 4 2 O4"
"665","2016 b 4 2 O4 8",2016,"b",4,2,"O4",8,"no",3,62.5,"b 4 2 O4"
"666","2016 c 1 1 C1 2",2016,"c",1,1,"C1",2,"control",3,85,"c 1 1 C1"
"667","2016 c 1 1 C1 5",2016,"c",1,1,"C1",5,"control",0,85,"c 1 1 C1"
"668","2016 c 1 1 C1 7",2016,"c",1,1,"C1",7,"control",0,62.5,"c 1 1 C1"
"669","2016 c 1 1 C1 8",2016,"c",1,1,"C1",8,"control",0,85,"c 1 1 C1"
"670","2016 c 1 1 C2 2",2016,"c",1,1,"C2",2,"control",0,62.5,"c 1 1 C2"
"671","2016 c 1 1 C2 3",2016,"c",1,1,"C2",3,"control",0,85,"c 1 1 C2"
"672","2016 c 1 1 C2 4",2016,"c",1,1,"C2",4,"control",0,97.5,"c 1 1 C2"
"673","2016 c 1 1 C2 5",2016,"c",1,1,"C2",5,"control",0,85,"c 1 1 C2"
"674","2016 c 1 1 D1 1",2016,"c",1,1,"D1",1,"biomass",0,85,"c 1 1 D1"
"675","2016 c 1 1 D1 2",2016,"c",1,1,"D1",2,"biomass",0,97.5,"c 1 1 D1"
"676","2016 c 1 1 D1 3",2016,"c",1,1,"D1",3,"biomass",15,62.5,"c 1 1 D1"
"677","2016 c 1 1 D1 7",2016,"c",1,1,"D1",7,"biomass",0,97.5,"c 1 1 D1"
"678","2016 c 1 1 D2 1",2016,"c",1,1,"D2",1,"nitrogen",0,97.5,"c 1 1 D2"
"679","2016 c 1 1 D2 3",2016,"c",1,1,"D2",3,"nitrogen",0,97.5,"c 1 1 D2"
"680","2016 c 1 1 D2 4",2016,"c",1,1,"D2",4,"nitrogen",3,85,"c 1 1 D2"
"681","2016 c 1 1 D2 8",2016,"c",1,1,"D2",8,"nitrogen",0,97.5,"c 1 1 D2"
"682","2016 c 1 1 D3 1",2016,"c",1,1,"D3",1,"biomass_nitrogen",0,97.5,"c 1 1 D3"
"683","2016 c 1 1 D3 4",2016,"c",1,1,"D3",4,"biomass_nitrogen",3,85,"c 1 1 D3"
"684","2016 c 1 1 D3 7",2016,"c",1,1,"D3",7,"biomass_nitrogen",0,97.5,"c 1 1 D3"
"685","2016 c 1 1 D3 8",2016,"c",1,1,"D3",8,"biomass_nitrogen",0,97.5,"c 1 1 D3"
"686","2016 c 1 1 D4 1",2016,"c",1,1,"D4",1,"rainout",0,85,"c 1 1 D4"
"687","2016 c 1 1 D4 2",2016,"c",1,1,"D4",2,"rainout",3,85,"c 1 1 D4"
"688","2016 c 1 1 D4 3",2016,"c",1,1,"D4",3,"rainout",0,97.5,"c 1 1 D4"
"689","2016 c 1 1 D4 5",2016,"c",1,1,"D4",5,"rainout",0,97.5,"c 1 1 D4"
"690","2016 c 1 1 O1 1",2016,"c",1,1,"O1",1,"no",0,85,"c 1 1 O1"
"691","2016 c 1 1 O1 2",2016,"c",1,1,"O1",2,"no",0,85,"c 1 1 O1"
"692","2016 c 1 1 O1 3",2016,"c",1,1,"O1",3,"no",0,85,"c 1 1 O1"
"693","2016 c 1 1 O1 4",2016,"c",1,1,"O1",4,"no",0,85,"c 1 1 O1"
"694","2016 c 1 1 O1 5",2016,"c",1,1,"O1",5,"no",0,97.5,"c 1 1 O1"
"695","2016 c 1 1 O1 6",2016,"c",1,1,"O1",6,"no",0,85,"c 1 1 O1"
"696","2016 c 1 1 O1 7",2016,"c",1,1,"O1",7,"no",0,97.5,"c 1 1 O1"
"697","2016 c 1 1 O1 8",2016,"c",1,1,"O1",8,"no",0,97.5,"c 1 1 O1"
"698","2016 c 1 1 O2 1",2016,"c",1,1,"O2",1,"no",0,85,"c 1 1 O2"
"699","2016 c 1 1 O2 2",2016,"c",1,1,"O2",2,"no",0,62.5,"c 1 1 O2"
"700","2016 c 1 1 O2 3",2016,"c",1,1,"O2",3,"no",0,85,"c 1 1 O2"
"701","2016 c 1 1 O2 4",2016,"c",1,1,"O2",4,"no",0,85,"c 1 1 O2"
"702","2016 c 1 1 O2 5",2016,"c",1,1,"O2",5,"no",0,97.5,"c 1 1 O2"
"703","2016 c 1 1 O2 6",2016,"c",1,1,"O2",6,"no",0,85,"c 1 1 O2"
"704","2016 c 1 1 O2 7",2016,"c",1,1,"O2",7,"no",0,97.5,"c 1 1 O2"
"705","2016 c 1 1 O2 8",2016,"c",1,1,"O2",8,"no",0,97.5,"c 1 1 O2"
"706","2016 c 1 1 O3 1",2016,"c",1,1,"O3",1,"no",0,85,"c 1 1 O3"
"707","2016 c 1 1 O3 2",2016,"c",1,1,"O3",2,"no",0,85,"c 1 1 O3"
"708","2016 c 1 1 O3 3",2016,"c",1,1,"O3",3,"no",0,97.5,"c 1 1 O3"
"709","2016 c 1 1 O3 4",2016,"c",1,1,"O3",4,"no",0,97.5,"c 1 1 O3"
"710","2016 c 1 1 O3 5",2016,"c",1,1,"O3",5,"no",0,85,"c 1 1 O3"
"711","2016 c 1 1 O3 6",2016,"c",1,1,"O3",6,"no",0,97.5,"c 1 1 O3"
"712","2016 c 1 1 O3 7",2016,"c",1,1,"O3",7,"no",0,97.5,"c 1 1 O3"
"713","2016 c 1 1 O3 8",2016,"c",1,1,"O3",8,"no",0,85,"c 1 1 O3"
"714","2016 c 1 1 O4 1",2016,"c",1,1,"O4",1,"no",0,97.5,"c 1 1 O4"
"715","2016 c 1 1 O4 2",2016,"c",1,1,"O4",2,"no",0,97.5,"c 1 1 O4"
"716","2016 c 1 1 O4 3",2016,"c",1,1,"O4",3,"no",0,97.5,"c 1 1 O4"
"717","2016 c 1 1 O4 4",2016,"c",1,1,"O4",4,"no",0,85,"c 1 1 O4"
"718","2016 c 1 1 O4 5",2016,"c",1,1,"O4",5,"no",0,97.5,"c 1 1 O4"
"719","2016 c 1 1 O4 6",2016,"c",1,1,"O4",6,"no",0,97.5,"c 1 1 O4"
"720","2016 c 1 1 O4 7",2016,"c",1,1,"O4",7,"no",0,85,"c 1 1 O4"
"721","2016 c 1 1 O4 8",2016,"c",1,1,"O4",8,"no",0,97.5,"c 1 1 O4"
"722","2016 c 2 2 C1 3",2016,"c",2,2,"C1",3,"control",0,97.5,"c 2 2 C1"
"723","2016 c 2 2 C1 4",2016,"c",2,2,"C1",4,"control",0,97.5,"c 2 2 C1"
"724","2016 c 2 2 C1 5",2016,"c",2,2,"C1",5,"control",0,97.5,"c 2 2 C1"
"725","2016 c 2 2 C1 8",2016,"c",2,2,"C1",8,"control",0,97.5,"c 2 2 C1"
"726","2016 c 2 2 C2 1",2016,"c",2,2,"C2",1,"control",0,97.5,"c 2 2 C2"
"727","2016 c 2 2 C2 3",2016,"c",2,2,"C2",3,"control",0,97.5,"c 2 2 C2"
"728","2016 c 2 2 C2 7",2016,"c",2,2,"C2",7,"control",0,85,"c 2 2 C2"
"729","2016 c 2 2 C2 8",2016,"c",2,2,"C2",8,"control",0,97.5,"c 2 2 C2"
"730","2016 c 2 2 D1 1",2016,"c",2,2,"D1",1,"biomass_nitrogen",0,85,"c 2 2 D1"
"731","2016 c 2 2 D1 3",2016,"c",2,2,"D1",3,"biomass_nitrogen",0,97.5,"c 2 2 D1"
"732","2016 c 2 2 D1 4",2016,"c",2,2,"D1",4,"biomass_nitrogen",0,97.5,"c 2 2 D1"
"733","2016 c 2 2 D1 7",2016,"c",2,2,"D1",7,"biomass_nitrogen",0,97.5,"c 2 2 D1"
"734","2016 c 2 2 D2 2",2016,"c",2,2,"D2",2,"biomass",0,85,"c 2 2 D2"
"735","2016 c 2 2 D2 6",2016,"c",2,2,"D2",6,"biomass",0,85,"c 2 2 D2"
"736","2016 c 2 2 D2 7",2016,"c",2,2,"D2",7,"biomass",0,97.5,"c 2 2 D2"
"737","2016 c 2 2 D2 8",2016,"c",2,2,"D2",8,"biomass",0,85,"c 2 2 D2"
"738","2016 c 2 2 D3 1",2016,"c",2,2,"D3",1,"nitrogen",0,85,"c 2 2 D3"
"739","2016 c 2 2 D3 2",2016,"c",2,2,"D3",2,"nitrogen",0,85,"c 2 2 D3"
"740","2016 c 2 2 D3 6",2016,"c",2,2,"D3",6,"nitrogen",0,85,"c 2 2 D3"
"741","2016 c 2 2 D3 7",2016,"c",2,2,"D3",7,"nitrogen",0,97.5,"c 2 2 D3"
"742","2016 c 2 2 D4 2",2016,"c",2,2,"D4",2,"rainout",0,62.5,"c 2 2 D4"
"743","2016 c 2 2 D4 3",2016,"c",2,2,"D4",3,"rainout",0,85,"c 2 2 D4"
"744","2016 c 2 2 D4 5",2016,"c",2,2,"D4",5,"rainout",0,85,"c 2 2 D4"
"745","2016 c 2 2 D4 8",2016,"c",2,2,"D4",8,"rainout",0,97.5,"c 2 2 D4"
"746","2016 c 2 2 O1 3",2016,"c",2,2,"O1",3,"no",0,85,"c 2 2 O1"
"747","2016 c 2 2 O1 4",2016,"c",2,2,"O1",4,"no",0,85,"c 2 2 O1"
"748","2016 c 2 2 O1 5",2016,"c",2,2,"O1",5,"no",0,97.5,"c 2 2 O1"
"749","2016 c 2 2 O1 6",2016,"c",2,2,"O1",6,"no",0,85,"c 2 2 O1"
"750","2016 c 2 2 O1 7",2016,"c",2,2,"O1",7,"no",0,85,"c 2 2 O1"
"751","2016 c 2 2 O1 8",2016,"c",2,2,"O1",8,"no",3,85,"c 2 2 O1"
"752","2016 c 2 2 O2 1",2016,"c",2,2,"O2",1,"no",0,85,"c 2 2 O2"
"753","2016 c 2 2 O2 2",2016,"c",2,2,"O2",2,"no",0,97.5,"c 2 2 O2"
"754","2016 c 2 2 O2 3",2016,"c",2,2,"O2",3,"no",0,85,"c 2 2 O2"
"755","2016 c 2 2 O2 4",2016,"c",2,2,"O2",4,"no",0,85,"c 2 2 O2"
"756","2016 c 2 2 O2 5",2016,"c",2,2,"O2",5,"no",0,97.5,"c 2 2 O2"
"757","2016 c 2 2 O2 6",2016,"c",2,2,"O2",6,"no",0,97.5,"c 2 2 O2"
"758","2016 c 2 2 O2 7",2016,"c",2,2,"O2",7,"no",0,97.5,"c 2 2 O2"
"759","2016 c 2 2 O2 8",2016,"c",2,2,"O2",8,"no",0,97.5,"c 2 2 O2"
"760","2016 c 2 2 O3 1",2016,"c",2,2,"O3",1,"no",0,85,"c 2 2 O3"
"761","2016 c 2 2 O3 2",2016,"c",2,2,"O3",2,"no",0,85,"c 2 2 O3"
"762","2016 c 2 2 O3 3",2016,"c",2,2,"O3",3,"no",0,97.5,"c 2 2 O3"
"763","2016 c 2 2 O3 4",2016,"c",2,2,"O3",4,"no",0,97.5,"c 2 2 O3"
"764","2016 c 2 2 O3 5",2016,"c",2,2,"O3",5,"no",0,97.5,"c 2 2 O3"
"765","2016 c 2 2 O3 6",2016,"c",2,2,"O3",6,"no",0,97.5,"c 2 2 O3"
"766","2016 c 2 2 O3 7",2016,"c",2,2,"O3",7,"no",0,97.5,"c 2 2 O3"
"767","2016 c 2 2 O3 8",2016,"c",2,2,"O3",8,"no",0,97.5,"c 2 2 O3"
"768","2016 c 2 2 O4 1",2016,"c",2,2,"O4",1,"no",0,97.5,"c 2 2 O4"
"769","2016 c 2 2 O4 2",2016,"c",2,2,"O4",2,"no",0,85,"c 2 2 O4"
"770","2016 c 2 2 O4 3",2016,"c",2,2,"O4",3,"no",0,85,"c 2 2 O4"
"771","2016 c 2 2 O4 4",2016,"c",2,2,"O4",4,"no",0,97.5,"c 2 2 O4"
"772","2016 c 2 2 O4 5",2016,"c",2,2,"O4",5,"no",0,97.5,"c 2 2 O4"
"773","2016 c 2 2 O4 6",2016,"c",2,2,"O4",6,"no",0,97.5,"c 2 2 O4"
"774","2016 c 2 2 O4 7",2016,"c",2,2,"O4",7,"no",0,85,"c 2 2 O4"
"775","2016 c 2 2 O4 8",2016,"c",2,2,"O4",8,"no",0,85,"c 2 2 O4"
"776","2016 c 4 1 C1 1",2016,"c",4,1,"C1",1,"control",0,97.5,"c 4 1 C1"
"777","2016 c 4 1 C1 2",2016,"c",4,1,"C1",2,"control",0,97.5,"c 4 1 C1"
"778","2016 c 4 1 C1 6",2016,"c",4,1,"C1",6,"control",0,97.5,"c 4 1 C1"
"779","2016 c 4 1 C1 7",2016,"c",4,1,"C1",7,"control",0,85,"c 4 1 C1"
"780","2016 c 4 1 C2 1",2016,"c",4,1,"C2",1,"control",0,97.5,"c 4 1 C2"
"781","2016 c 4 1 C2 3",2016,"c",4,1,"C2",3,"control",0,97.5,"c 4 1 C2"
"782","2016 c 4 1 C2 5",2016,"c",4,1,"C2",5,"control",0,97.5,"c 4 1 C2"
"783","2016 c 4 1 C2 7",2016,"c",4,1,"C2",7,"control",0,97.5,"c 4 1 C2"
"784","2016 c 4 1 D1 3",2016,"c",4,1,"D1",3,"rainout",3,85,"c 4 1 D1"
"785","2016 c 4 1 D1 4",2016,"c",4,1,"D1",4,"rainout",3,85,"c 4 1 D1"
"786","2016 c 4 1 D1 5",2016,"c",4,1,"D1",5,"rainout",0,85,"c 4 1 D1"
"787","2016 c 4 1 D1 8",2016,"c",4,1,"D1",8,"rainout",0,97.5,"c 4 1 D1"
"788","2016 c 4 1 D2 2",2016,"c",4,1,"D2",2,"nitrogen",0,97.5,"c 4 1 D2"
"789","2016 c 4 1 D2 3",2016,"c",4,1,"D2",3,"nitrogen",0,97.5,"c 4 1 D2"
"790","2016 c 4 1 D2 5",2016,"c",4,1,"D2",5,"nitrogen",0,97.5,"c 4 1 D2"
"791","2016 c 4 1 D2 7",2016,"c",4,1,"D2",7,"nitrogen",0,97.5,"c 4 1 D2"
"792","2016 c 4 1 D3 2",2016,"c",4,1,"D3",2,"biomass",0,97.5,"c 4 1 D3"
"793","2016 c 4 1 D3 4",2016,"c",4,1,"D3",4,"biomass",0,97.5,"c 4 1 D3"
"794","2016 c 4 1 D3 6",2016,"c",4,1,"D3",6,"biomass",0,97.5,"c 4 1 D3"
"795","2016 c 4 1 D3 7",2016,"c",4,1,"D3",7,"biomass",0,85,"c 4 1 D3"
"796","2016 c 4 1 D4 1",2016,"c",4,1,"D4",1,"biomass_nitrogen",0,97.5,"c 4 1 D4"
"797","2016 c 4 1 D4 2",2016,"c",4,1,"D4",2,"biomass_nitrogen",0,85,"c 4 1 D4"
"798","2016 c 4 1 D4 5",2016,"c",4,1,"D4",5,"biomass_nitrogen",15,62.5,"c 4 1 D4"
"799","2016 c 4 1 D4 6",2016,"c",4,1,"D4",6,"biomass_nitrogen",3,62.5,"c 4 1 D4"
"800","2016 c 4 1 O1 1",2016,"c",4,1,"O1",1,"no",0,85,"c 4 1 O1"
"801","2016 c 4 1 O1 2",2016,"c",4,1,"O1",2,"no",0,97.5,"c 4 1 O1"
"802","2016 c 4 1 O1 3",2016,"c",4,1,"O1",3,"no",0,97.5,"c 4 1 O1"
"803","2016 c 4 1 O1 4",2016,"c",4,1,"O1",4,"no",0,97.5,"c 4 1 O1"
"804","2016 c 4 1 O1 5",2016,"c",4,1,"O1",5,"no",0,85,"c 4 1 O1"
"805","2016 c 4 1 O1 6",2016,"c",4,1,"O1",6,"no",0,97.5,"c 4 1 O1"
"806","2016 c 4 1 O1 7",2016,"c",4,1,"O1",7,"no",0,85,"c 4 1 O1"
"807","2016 c 4 1 O1 8",2016,"c",4,1,"O1",8,"no",37.5,37.5,"c 4 1 O1"
"808","2016 c 4 1 O2 1",2016,"c",4,1,"O2",1,"no",0,97.5,"c 4 1 O2"
"809","2016 c 4 1 O2 2",2016,"c",4,1,"O2",2,"no",0,97.5,"c 4 1 O2"
"810","2016 c 4 1 O2 3",2016,"c",4,1,"O2",3,"no",0,97.5,"c 4 1 O2"
"811","2016 c 4 1 O2 4",2016,"c",4,1,"O2",4,"no",0,97.5,"c 4 1 O2"
"812","2016 c 4 1 O2 5",2016,"c",4,1,"O2",5,"no",0,97.5,"c 4 1 O2"
"813","2016 c 4 1 O2 6",2016,"c",4,1,"O2",6,"no",0,97.5,"c 4 1 O2"
"814","2016 c 4 1 O3 1",2016,"c",4,1,"O3",1,"no",0,85,"c 4 1 O3"
"815","2016 c 4 1 O3 2",2016,"c",4,1,"O3",2,"no",0,97.5,"c 4 1 O3"
"816","2016 c 4 1 O3 3",2016,"c",4,1,"O3",3,"no",0,97.5,"c 4 1 O3"
"817","2016 c 4 1 O3 4",2016,"c",4,1,"O3",4,"no",0,85,"c 4 1 O3"
"818","2016 c 4 1 O3 5",2016,"c",4,1,"O3",5,"no",0,97.5,"c 4 1 O3"
"819","2016 c 4 1 O3 6",2016,"c",4,1,"O3",6,"no",0,97.5,"c 4 1 O3"
"820","2016 c 4 1 O3 7",2016,"c",4,1,"O3",7,"no",0,97.5,"c 4 1 O3"
"821","2016 c 4 1 O3 8",2016,"c",4,1,"O3",8,"no",0,97.5,"c 4 1 O3"
"822","2016 c 4 1 O4 1",2016,"c",4,1,"O4",1,"no",0,97.5,"c 4 1 O4"
"823","2016 c 4 1 O4 2",2016,"c",4,1,"O4",2,"no",0,97.5,"c 4 1 O4"
"824","2016 c 4 1 O4 3",2016,"c",4,1,"O4",3,"no",0,97.5,"c 4 1 O4"
"825","2016 c 4 1 O4 4",2016,"c",4,1,"O4",4,"no",0,97.5,"c 4 1 O4"
"826","2016 c 4 1 O4 5",2016,"c",4,1,"O4",5,"no",0,97.5,"c 4 1 O4"
"827","2016 c 4 1 O4 6",2016,"c",4,1,"O4",6,"no",0,97.5,"c 4 1 O4"
"828","2016 c 4 1 O4 7",2016,"c",4,1,"O4",7,"no",0,97.5,"c 4 1 O4"
"829","2016 c 4 1 O4 8",2016,"c",4,1,"O4",8,"no",0,85,"c 4 1 O4"
